series,code,,set_name,supertype,rarity,card_number,card_title,pokemon,release_date,normal_price,holo_price,rev_holo_price,price
Sword & Shield,,swsh5-18,Battle Styles,Pokémon,Rare Holo V,18,Flapple V,841,3/19/2021,,0.94,,0.94
Sword & Shield,,swsh5-19,Battle Styles,Pokémon,Rare Holo VMAX,19,Flapple VMAX,841,3/19/2021,,2.31,,2.31
Sword & Shield,,swsh5-20,Battle Styles,Pokémon,Rare Holo,20,Entei,244,3/19/2021,,0.36,0.44,0.44
Sword & Shield,,swsh5-21,Battle Styles,Pokémon,Rare Holo V,21,Victini V,494,3/19/2021,,1.15,,1.15
Sword & Shield,,swsh5-22,Battle Styles,Pokémon,Rare Holo VMAX,22,Victini VMAX,494,3/19/2021,,3.55,,3.55
Sword & Shield,,swsh5-23,Battle Styles,Pokémon,Common,23,Tepig,498,3/19/2021,0.06,,0.17,0.17
Sword & Shield,,swsh5-24,Battle Styles,Pokémon,Uncommon,24,Pignite,499,3/19/2021,0.03,,0.19,0.19
Sword & Shield,,swsh5-25,Battle Styles,Pokémon,Rare Holo,25,Emboar,500,3/19/2021,,0.22,0.3,0.3
Sword & Shield,,swsh5-26,Battle Styles,Pokémon,Uncommon,26,Heatmor,631,3/19/2021,0.02,,0.13,0.13
Sword & Shield,,swsh5-27,Battle Styles,Pokémon,Common,27,Salandit,757,3/19/2021,0.08,,0.24,0.24
Sword & Shield,,swsh5-28,Battle Styles,Pokémon,Rare,28,Salazzle,758,3/19/2021,0.21,,0.26,0.26
Sword & Shield,,swsh5-29,Battle Styles,Pokémon,Common,29,Sizzlipede,850,3/19/2021,0.05,,0.13,0.13
Sword & Shield,,swsh5-30,Battle Styles,Pokémon,Rare,30,Centiskorch,851,3/19/2021,0.1,,0.2,0.2
Sword & Shield,,swsh5-31,Battle Styles,Pokémon,Common,31,Horsea,116,3/19/2021,0.05,,0.16,0.16
Sword & Shield,,swsh5-32,Battle Styles,Pokémon,Uncommon,32,Seadra,117,3/19/2021,0.04,,0.15,0.15
Sword & Shield,,swsh5-33,Battle Styles,Pokémon,Rare Holo,33,Kingdra,230,3/19/2021,,0.3,0.36,0.36
Sword & Shield,,swsh5-34,Battle Styles,Pokémon,Common,34,Galarian Mr. Mime,,3/19/2021,0.05,,0.16,0.16
Sword & Shield,,swsh5-35,Battle Styles,Pokémon,Rare,35,Galarian Mr. Rime,,3/19/2021,0.09,,0.19,0.19
Sword & Shield,,swsh5-36,Battle Styles,Pokémon,Common,36,Remoraid,223,3/19/2021,0.12,,0.68,0.68
Sword & Shield,,swsh5-37,Battle Styles,Pokémon,Rare Holo,37,Octillery,224,3/19/2021,,1.11,1.06,1.11
Sword & Shield,,swsh5-38,Battle Styles,Pokémon,Common,38,Corphish,341,3/19/2021,0.03,,0.14,0.14
Sword & Shield,,swsh5-39,Battle Styles,Pokémon,Uncommon,39,Crawdaunt,342,3/19/2021,0.04,,0.19,0.19
Sword & Shield,,swsh5-40,Battle Styles,Pokémon,Rare Holo V,40,Empoleon V,395,3/19/2021,,0.94,,0.94
Sword & Shield,,swsh5-41,Battle Styles,Pokémon,Common,41,Frillish,592,3/19/2021,0.04,,0.16,0.16
Sword & Shield,,swsh5-42,Battle Styles,Pokémon,Rare,42,Jellicent,593,3/19/2021,0.1,,0.17,0.17
Sword & Shield,,swsh5-43,Battle Styles,Pokémon,Uncommon,43,Bruxish,779,3/19/2021,0.07,,0.17,0.17
Sword & Shield,,swsh5-44,Battle Styles,Pokémon,Common,44,Electabuzz,125,3/19/2021,0.04,,0.2,0.2
Sword & Shield,,swsh5-45,Battle Styles,Pokémon,Rare,45,Electivire,466,3/19/2021,0.13,,0.22,0.22
Sword & Shield,,swsh5-46,Battle Styles,Pokémon,Common,46,Shinx,403,3/19/2021,0.05,,0.17,0.17
Sword & Shield,,swsh5-47,Battle Styles,Pokémon,Uncommon,47,Luxio,404,3/19/2021,0.05,,0.14,0.14
Sword & Shield,,swsh5-48,Battle Styles,Pokémon,Rare Holo,48,Luxray,405,3/19/2021,,0.34,0.36,0.36
Sword & Shield,,swsh5-49,Battle Styles,Pokémon,Common,49,Pachirisu,417,3/19/2021,0.04,,0.15,0.15
Sword & Shield,,swsh5-50,Battle Styles,Pokémon,Rare Holo V,50,Tapu Koko V,,3/19/2021,,0.97,,0.97
Sword & Shield,,swsh5-51,Battle Styles,Pokémon,Rare Holo VMAX,51,Tapu Koko VMAX,,3/19/2021,,2.8,,2.8
Sword & Shield,,swsh5-52,Battle Styles,Pokémon,Common,52,Yamper,835,3/19/2021,0.06,,0.22,0.22
Sword & Shield,,swsh5-53,Battle Styles,Pokémon,Rare,53,Boltund,836,3/19/2021,0.11,,0.24,0.24
Sword & Shield,,swsh5-54,Battle Styles,Pokémon,Common,54,Galarian Slowpoke,79,3/19/2021,0.04,,0.16,0.16
Sword & Shield,,swsh5-55,Battle Styles,Pokémon,Common,55,Spoink,325,3/19/2021,0.04,,0.17,0.17
Sword & Shield,,swsh5-56,Battle Styles,Pokémon,Uncommon,56,Grumpig,326,3/19/2021,0.04,,0.14,0.14
Sword & Shield,,swsh5-57,Battle Styles,Pokémon,Common,57,Baltoy,343,3/19/2021,0.03,,0.14,0.14
Sword & Shield,,swsh5-58,Battle Styles,Pokémon,Rare,58,Claydol,344,3/19/2021,0.09,,0.26,0.26
Sword & Shield,,swsh5-59,Battle Styles,Pokémon,Common,59,Chimecho,358,3/19/2021,0.03,,0.1,0.1
Sword & Shield,,swsh5-60,Battle Styles,Pokémon,Common,60,Espurr,677,3/19/2021,0.04,,0.13,0.13
Sword & Shield,,swsh5-61,Battle Styles,Pokémon,Rare Holo,61,Meowstic,678,3/19/2021,,0.24,0.37,0.37
Sword & Shield,,swsh5-62,Battle Styles,Pokémon,Rare Holo V,62,Mimikyu V,778,3/19/2021,,1.06,,1.06
Sword & Shield,,swsh5-63,Battle Styles,Pokémon,Rare Holo V,63,Necrozma V,800,3/19/2021,,1.1,,1.1
Sword & Shield,,swsh5-64,Battle Styles,Pokémon,Uncommon,64,Dottler,825,3/19/2021,0.04,,0.13,0.13
Sword & Shield,,swsh5-65,Battle Styles,Pokémon,Rare Holo,65,Orbeetle,826,3/19/2021,,0.19,0.22,0.22
Sword & Shield,,swsh5-66,Battle Styles,Pokémon,Common,66,Mankey,56,3/19/2021,0.06,,0.15,0.15
Sword & Shield,,swsh5-67,Battle Styles,Pokémon,Rare,67,Primeape,57,3/19/2021,0.11,,0.18,0.18
Sword & Shield,,swsh5-68,Battle Styles,Pokémon,Common,68,Onix,95,3/19/2021,0.04,,0.17,0.17
Sword & Shield,,swsh5-69,Battle Styles,Pokémon,Common,69,Cubone,104,3/19/2021,0.04,,0.16,0.16
Sword & Shield,,swsh5-70,Battle Styles,Pokémon,Rare,70,Marowak,105,3/19/2021,0.12,,0.2,0.2
Sword & Shield,,swsh5-71,Battle Styles,Pokémon,Common,71,Gligar,207,3/19/2021,0.03,,0.16,0.16
Sword & Shield,,swsh5-72,Battle Styles,Pokémon,Uncommon,72,Gliscor,472,3/19/2021,0.04,,0.13,0.13
Sword & Shield,,swsh5-73,Battle Styles,Pokémon,Common,73,Timburr,532,3/19/2021,0.03,,0.16,0.16
Sword & Shield,,swsh5-74,Battle Styles,Pokémon,Uncommon,74,Gurdurr,533,3/19/2021,0.04,,0.14,0.14
Sword & Shield,,swsh5-75,Battle Styles,Pokémon,Rare,75,Conkeldurr,534,3/19/2021,0.08,,0.2,0.2
Sword & Shield,,swsh5-76,Battle Styles,Pokémon,Common,76,Mienfoo,619,3/19/2021,0.04,,0.16,0.16
Sword & Shield,,swsh5-77,Battle Styles,Pokémon,Rare,77,Mienshao,620,3/19/2021,0.1,,0.18,0.18
Sword & Shield,,swsh5-78,Battle Styles,Pokémon,Common,78,Rolycoly,837,3/19/2021,0.04,,0.14,0.14
Sword & Shield,,swsh5-79,Battle Styles,Pokémon,Uncommon,79,Carkol,838,3/19/2021,0.04,,0.12,0.12
Sword & Shield,,swsh5-80,Battle Styles,Pokémon,Rare Holo,80,Coalossal,839,3/19/2021,,0.24,0.22,0.24
Sword & Shield,,swsh5-81,Battle Styles,Pokémon,Common,81,Silicobra,843,3/19/2021,0.06,,0.14,0.14
Sword & Shield,,swsh5-82,Battle Styles,Pokémon,Rare Holo,82,Sandaconda,844,3/19/2021,,0.2,0.25,0.25
Sword & Shield,,swsh5-83,Battle Styles,Pokémon,Rare,83,Falinks,870,3/19/2021,0.09,,0.22,0.22
Sword & Shield,,swsh5-84,Battle Styles,Pokémon,Rare,84,Stonjourner,874,3/19/2021,0.11,,0.2,0.2
Sword & Shield,,swsh5-85,Battle Styles,Pokémon,Rare Holo V,85,Single Strike Urshifu V,892,3/19/2021,,1.26,,1.26
Sword & Shield,,swsh5-86,Battle Styles,Pokémon,Rare Holo VMAX,86,Single Strike Urshifu VMAX,892,3/19/2021,,4,,4
Sword & Shield,,swsh5-87,Battle Styles,Pokémon,Rare Holo V,87,Rapid Strike Urshifu V,892,3/19/2021,,1.64,,1.64
Sword & Shield,,swsh5-88,Battle Styles,Pokémon,Rare Holo VMAX,88,Rapid Strike Urshifu VMAX,892,3/19/2021,,4.71,,4.71
Sword & Shield,,swsh5-89,Battle Styles,Pokémon,Common,89,Zubat,41,3/19/2021,0.07,,0.17,0.17
Sword & Shield,,swsh5-90,Battle Styles,Pokémon,Uncommon,90,Golbat,42,3/19/2021,0.08,,0.18,0.18
Sword & Shield,,swsh5-91,Battle Styles,Pokémon,Rare Holo,91,Crobat,169,3/19/2021,,0.24,0.36,0.36
Sword & Shield,,swsh5-92,Battle Styles,Pokémon,Rare,92,Galarian Slowbro,80,3/19/2021,0.11,,0.2,0.2
Sword & Shield,,swsh5-93,Battle Styles,Pokémon,Common,93,Murkrow,198,3/19/2021,0.05,,0.15,0.15
Sword & Shield,,swsh5-94,Battle Styles,Pokémon,Uncommon,94,Honchkrow,430,3/19/2021,0.03,,0.14,0.14
Sword & Shield,,swsh5-95,Battle Styles,Pokémon,Common,95,Houndour,228,3/19/2021,0.21,,0.64,0.64
Sword & Shield,,swsh5-96,Battle Styles,Pokémon,Rare Holo,96,Houndoom,229,3/19/2021,,1.87,1.55,1.87
Sword & Shield,,swsh5-97,Battle Styles,Pokémon,Rare Holo V,97,Tyranitar V,248,3/19/2021,,1.55,,1.55
Sword & Shield,,swsh5-98,Battle Styles,Pokémon,Uncommon,98,Morpeko,877,3/19/2021,0.06,,0.25,0.25
Sword & Shield,,swsh5-99,Battle Styles,Pokémon,Rare Holo,99,Steelix,208,3/19/2021,,0.28,0.51,0.51
Sword & Shield,,swsh5-100,Battle Styles,Pokémon,Common,100,Mawile,303,3/19/2021,0.05,,0.18,0.18
Sword & Shield,,swsh5-101,Battle Styles,Pokémon,Common,101,Bronzor,436,3/19/2021,0.04,,0.21,0.21
Sword & Shield,,swsh5-102,Battle Styles,Pokémon,Rare Holo,102,Bronzong,437,3/19/2021,,0.58,0.93,0.93
Sword & Shield,,swsh5-103,Battle Styles,Pokémon,Common,103,Pawniard,624,3/19/2021,0.02,,0.12,0.12
Sword & Shield,,swsh5-104,Battle Styles,Pokémon,Uncommon,104,Bisharp,625,3/19/2021,0.04,,0.16,0.16
Sword & Shield,,swsh5-105,Battle Styles,Pokémon,Common,105,Honedge,679,3/19/2021,0.05,,0.15,0.15
Sword & Shield,,swsh5-106,Battle Styles,Pokémon,Uncommon,106,Doublade,680,3/19/2021,0.04,,0.16,0.16
Sword & Shield,,swsh5-107,Battle Styles,Pokémon,Rare Holo,107,Aegislash,681,3/19/2021,,0.21,0.22,0.22
Sword & Shield,,swsh5-108,Battle Styles,Pokémon,Rare,108,Aegislash,681,3/19/2021,0.08,,0.21,0.21
Sword & Shield,,swsh5-109,Battle Styles,Pokémon,Rare Holo V,109,Corviknight V,823,3/19/2021,,1.2,,1.2
Sword & Shield,,swsh5-110,Battle Styles,Pokémon,Rare Holo VMAX,110,Corviknight VMAX,823,3/19/2021,,2.36,,2.36
Sword & Shield,,swsh5-111,Battle Styles,Pokémon,Common,111,Spearow,21,3/19/2021,0.03,,0.13,0.13
Sword & Shield,,swsh5-112,Battle Styles,Pokémon,Uncommon,112,Fearow,22,3/19/2021,0.05,,0.19,0.19
Sword & Shield,,swsh5-113,Battle Styles,Pokémon,Common,113,Lickitung,108,3/19/2021,0.04,,0.18,0.18
Sword & Shield,,swsh5-114,Battle Styles,Pokémon,Rare,114,Lickilicky,463,3/19/2021,0.09,,0.24,0.24
Sword & Shield,,swsh5-115,Battle Styles,Pokémon,Common,115,Glameow,431,3/19/2021,0.04,,0.13,0.13
Sword & Shield,,swsh5-116,Battle Styles,Pokémon,Uncommon,116,Purugly,432,3/19/2021,0.03,,0.14,0.14
Sword & Shield,,swsh5-117,Battle Styles,Pokémon,Rare Holo V,117,Stoutland V,508,3/19/2021,,0.88,,0.88
Sword & Shield,,swsh5-118,Battle Styles,Pokémon,Uncommon,118,Bouffalant,626,3/19/2021,0.04,,0.14,0.14
Sword & Shield,,swsh5-119,Battle Styles,Pokémon,Rare,119,Drampa,780,3/19/2021,0.1,,0.17,0.17
Sword & Shield,,swsh5-120,Battle Styles,Pokémon,Uncommon,120,Indeedee,876,3/19/2021,0.05,,0.18,0.18
Sword & Shield,,swsh5-121,Battle Styles,Trainer,Uncommon,121,Bruno,,3/19/2021,0.08,,0.26,0.26
Sword & Shield,,swsh5-122,Battle Styles,Trainer,Uncommon,122,Camping Gear,,3/19/2021,0.07,,0.12,0.12
Sword & Shield,,swsh5-123,Battle Styles,Trainer,Uncommon,123,Cheryl,,3/19/2021,0.15,,0.22,0.22
Sword & Shield,,swsh5-124,Battle Styles,Trainer,Uncommon,124,Energy Recycler,,3/19/2021,0.19,,0.21,0.21
Sword & Shield,,swsh5-125,Battle Styles,Trainer,Uncommon,125,Escape Rope,,3/19/2021,0.18,,0.3,0.3
Sword & Shield,,swsh5-126,Battle Styles,Trainer,Uncommon,126,Exp. Share,,3/19/2021,0.1,,0.2,0.2
Sword & Shield,,swsh5-127,Battle Styles,Trainer,Uncommon,127,Fan of Waves,,3/19/2021,0.24,,0.29,0.29
Sword & Shield,,swsh5-128,Battle Styles,Trainer,Uncommon,128,Korrina's Focus,,3/19/2021,0.09,,0.27,0.27
Sword & Shield,,swsh5-129,Battle Styles,Trainer,Uncommon,129,Level Ball,,3/19/2021,0.47,,0.93,0.93
Sword & Shield,,swsh5-130,Battle Styles,Trainer,Uncommon,130,Phoebe,,3/19/2021,0.08,,0.17,0.17
Sword & Shield,,swsh5-131,Battle Styles,Trainer,Uncommon,131,Rapid Strike Scroll of Swirls,,3/19/2021,0.08,,0.23,0.23
Sword & Shield,,swsh5-132,Battle Styles,Trainer,Uncommon,132,Rapid Strike Style Mustard,,3/19/2021,0.05,,0.12,0.12
Sword & Shield,,swsh5-133,Battle Styles,Trainer,Uncommon,133,Single Strike Scroll of Scorn,,3/19/2021,0.09,,0.22,0.22
Sword & Shield,,swsh5-134,Battle Styles,Trainer,Uncommon,134,Single Strike Style Mustard,,3/19/2021,0.06,,0.17,0.17
Sword & Shield,,swsh5-135,Battle Styles,Trainer,Uncommon,135,Sordward & Shielbert,,3/19/2021,0.04,,0.16,0.16
Sword & Shield,,swsh5-136,Battle Styles,Trainer,Uncommon,136,Tool Jammer,,3/19/2021,0.19,,0.42,0.42
Sword & Shield,,swsh5-137,Battle Styles,Trainer,Uncommon,137,Tower of Darkness,,3/19/2021,0.23,,0.75,0.75
Sword & Shield,,swsh5-138,Battle Styles,Trainer,Uncommon,138,Tower of Waters,,3/19/2021,0.21,,0.52,0.52
Sword & Shield,,swsh5-139,Battle Styles,Trainer,Uncommon,139,Urn of Vitality,,3/19/2021,0.21,,0.37,0.37
Sword & Shield,,swsh5-140,Battle Styles,Energy,Uncommon,140,Rapid Strike Energy,,3/19/2021,0.16,,0.26,0.26
Sword & Shield,,swsh5-141,Battle Styles,Energy,Uncommon,141,Single Strike Energy,,3/19/2021,0.16,,0.23,0.23
Sword & Shield,,swsh5-142,Battle Styles,Pokémon,Rare Ultra,142,Kricketune V,402,3/19/2021,,4.52,,4.52
Sword & Shield,,swsh5-143,Battle Styles,Pokémon,Rare Ultra,143,Flapple V,841,3/19/2021,,3.61,,3.61
Sword & Shield,,swsh5-144,Battle Styles,Pokémon,Rare Ultra,144,Victini V,494,3/19/2021,,5.27,,5.27
Sword & Shield,,swsh5-145,Battle Styles,Pokémon,Rare Ultra,145,Empoleon V,395,3/19/2021,,5.73,,5.73
Sword & Shield,,swsh5-146,Battle Styles,Pokémon,Rare Ultra,146,Empoleon V,395,3/19/2021,,24.93,,24.93
Sword & Shield,,swsh5-147,Battle Styles,Pokémon,Rare Ultra,147,Tapu Koko V,,3/19/2021,,4.21,,4.21
Sword & Shield,,swsh5-148,Battle Styles,Pokémon,Rare Ultra,148,Mimikyu V,778,3/19/2021,,9.18,,9.18
Sword & Shield,,swsh5-149,Battle Styles,Pokémon,Rare Ultra,149,Necrozma V,800,3/19/2021,,4.13,,4.13
Sword & Shield,,swsh5-150,Battle Styles,Pokémon,Rare Ultra,150,Single Strike Urshifu V,892,3/19/2021,,5.85,,5.85
Sword & Shield,,swsh5-151,Battle Styles,Pokémon,Rare Ultra,151,Single Strike Urshifu V,892,3/19/2021,,17.14,,17.14
Sword & Shield,,swsh5-152,Battle Styles,Pokémon,Rare Ultra,152,Rapid Strike Urshifu V,892,3/19/2021,,5.45,,5.45
Sword & Shield,,swsh5-153,Battle Styles,Pokémon,Rare Ultra,153,Rapid Strike Urshifu V,892,3/19/2021,,15.8,,15.8
Sword & Shield,,swsh5-154,Battle Styles,Pokémon,Rare Ultra,154,Tyranitar V,248,3/19/2021,,6.51,,6.51
Sword & Shield,,swsh5-155,Battle Styles,Pokémon,Rare Ultra,155,Tyranitar V,248,3/19/2021,,68.43,,68.43
Sword & Shield,,swsh5-156,Battle Styles,Pokémon,Rare Ultra,156,Corviknight V,823,3/19/2021,,5.08,,5.08
Sword & Shield,,swsh5-157,Battle Styles,Pokémon,Rare Ultra,157,Stoutland V,508,3/19/2021,,3.13,,3.13
Sword & Shield,,swsh5-158,Battle Styles,Trainer,Rare Ultra,158,Bruno,,3/19/2021,,3.72,,3.72
Sword & Shield,,swsh5-159,Battle Styles,Trainer,Rare Ultra,159,Cheryl,,3/19/2021,,13.05,,13.05
Sword & Shield,,swsh5-160,Battle Styles,Trainer,Rare Ultra,160,Korrina's Focus,,3/19/2021,,5.39,,5.39
Sword & Shield,,swsh5-161,Battle Styles,Trainer,Rare Ultra,161,Phoebe,,3/19/2021,,14.29,,14.29
Sword & Shield,,swsh5-162,Battle Styles,Trainer,Rare Ultra,162,Rapid Strike Style Mustard,,3/19/2021,,2.38,,2.38
Sword & Shield,,swsh5-163,Battle Styles,Trainer,Rare Ultra,163,Single Strike Style Mustard,,3/19/2021,,3.34,,3.34
Sword & Shield,,swsh5-164,Battle Styles,Pokémon,Rare Rainbow,164,Flapple VMAX,841,3/19/2021,,6.85,,6.85
Sword & Shield,,swsh5-165,Battle Styles,Pokémon,Rare Rainbow,165,Victini VMAX,494,3/19/2021,,10.74,,10.74
Sword & Shield,,swsh5-166,Battle Styles,Pokémon,Rare Rainbow,166,Tapu Koko VMAX,,3/19/2021,,10.38,,10.38
Sword & Shield,,swsh5-167,Battle Styles,Pokémon,Rare Rainbow,167,Single Strike Urshifu VMAX,892,3/19/2021,,16.36,,16.36
Sword & Shield,,swsh5-168,Battle Styles,Pokémon,Rare Rainbow,168,Single Strike Urshifu VMAX,892,3/19/2021,,29.97,,29.97
Sword & Shield,,swsh5-169,Battle Styles,Pokémon,Rare Rainbow,169,Rapid Strike Urshifu VMAX,892,3/19/2021,,17.11,,17.11
Sword & Shield,,swsh5-170,Battle Styles,Pokémon,Rare Rainbow,170,Rapid Strike Urshifu VMAX,892,3/19/2021,,58.82,,58.82
Sword & Shield,,swsh5-171,Battle Styles,Pokémon,Rare Rainbow,171,Corviknight VMAX,823,3/19/2021,,10.37,,10.37
Sword & Shield,,swsh5-172,Battle Styles,Trainer,Rare Rainbow,172,Bruno,,3/19/2021,,6.22,,6.22
Sword & Shield,,swsh5-173,Battle Styles,Trainer,Rare Rainbow,173,Cheryl,,3/19/2021,,13.59,,13.59
Sword & Shield,,swsh5-174,Battle Styles,Trainer,Rare Rainbow,174,Korrina's Focus,,3/19/2021,,8.85,,8.85
Sword & Shield,,swsh5-175,Battle Styles,Trainer,Rare Rainbow,175,Phoebe,,3/19/2021,,11.63,,11.63
Sword & Shield,,swsh5-176,Battle Styles,Trainer,Rare Rainbow,176,Rapid Strike Style Mustard,,3/19/2021,,6.45,,6.45
Sword & Shield,,swsh5-177,Battle Styles,Trainer,Rare Rainbow,177,Single Strike Style Mustard,,3/19/2021,,5.24,,5.24
Sword & Shield,,swsh5-178,Battle Styles,Pokémon,Rare Secret,178,Octillery,224,3/19/2021,,15.5,,15.5
Sword & Shield,,swsh5-179,Battle Styles,Pokémon,Rare Secret,179,Houndoom,229,3/19/2021,,27.76,,27.76
Sword & Shield,,swsh5-180,Battle Styles,Trainer,Rare Secret,180,Exp. Share,,3/19/2021,,4.14,,4.14
Sword & Shield,,swsh5-181,Battle Styles,Trainer,Rare Secret,181,Level Ball,,3/19/2021,,17.31,,17.31
Sword & Shield,,swsh5-182,Battle Styles,Energy,Rare Secret,182,Rapid Strike Energy,,3/19/2021,,9.15,,9.15
Sword & Shield,,swsh5-183,Battle Styles,Energy,Rare Secret,183,Single Strike Energy,,3/19/2021,,10.21,,10.21
Sword & Shield,,swsh6-1,Chilling Reign,Pokémon,Common,1,Weedle,13,6/18/2021,0.02,,0.16,0.16
Sword & Shield,,swsh6-2,Chilling Reign,Pokémon,Uncommon,2,Kakuna,14,6/18/2021,0.05,,0.18,0.18
Sword & Shield,,swsh6-3,Chilling Reign,Pokémon,Rare Holo,3,Beedrill,15,6/18/2021,,1.3,1.24,1.3
Sword & Shield,,swsh6-4,Chilling Reign,Pokémon,Common,4,Ledyba,165,6/18/2021,0.03,,0.1,0.1
Sword & Shield,,swsh6-5,Chilling Reign,Pokémon,Uncommon,5,Ledian,166,6/18/2021,0.04,,0.13,0.13
Sword & Shield,,swsh6-6,Chilling Reign,Pokémon,Common,6,Heracross,214,6/18/2021,0.03,,0.13,0.13
Sword & Shield,,swsh6-7,Chilling Reign,Pokémon,Rare Holo V,7,Celebi V,251,6/18/2021,,1.16,,1.16
Sword & Shield,,swsh6-8,Chilling Reign,Pokémon,Rare Holo VMAX,8,Celebi VMAX,251,6/18/2021,,3.02,,3.02
Sword & Shield,,swsh6-9,Chilling Reign,Pokémon,Common,9,Snover,459,6/18/2021,0.06,,0.16,0.16
Sword & Shield,,swsh6-10,Chilling Reign,Pokémon,Rare,10,Abomasnow,460,6/18/2021,0.17,,0.29,0.29
Sword & Shield,,swsh6-11,Chilling Reign,Pokémon,Common,11,Deerling,585,6/18/2021,0.68,,0.13,0.68
Sword & Shield,,swsh6-12,Chilling Reign,Pokémon,Rare,12,Sawsbuck,586,6/18/2021,0.1,,0.18,0.18
Sword & Shield,,swsh6-13,Chilling Reign,Pokémon,Common,13,Bounsweet,761,6/18/2021,0.02,,0.11,0.11
Sword & Shield,,swsh6-14,Chilling Reign,Pokémon,Uncommon,14,Steenee,762,6/18/2021,0.03,,0.12,0.12
Sword & Shield,,swsh6-15,Chilling Reign,Pokémon,Rare,15,Tsareena,763,6/18/2021,0.08,,0.18,0.18
Sword & Shield,,swsh6-16,Chilling Reign,Pokémon,Common,16,Grookey,810,6/18/2021,0.03,,0.16,0.16
Sword & Shield,,swsh6-17,Chilling Reign,Pokémon,Uncommon,17,Thwackey,811,6/18/2021,0.05,,0.15,0.15
Sword & Shield,,swsh6-18,Chilling Reign,Pokémon,Rare Holo,18,Rillaboom,812,6/18/2021,,0.33,0.29,0.33
Sword & Shield,,swsh6-19,Chilling Reign,Pokémon,Rare Holo,19,Zarude,893,6/18/2021,,0.45,0.63,0.63
Sword & Shield,,swsh6-20,Chilling Reign,Pokémon,Rare Holo V,20,Blaziken V,257,6/18/2021,,1.37,,1.37
Sword & Shield,,swsh6-21,Chilling Reign,Pokémon,Rare Holo VMAX,21,Blaziken VMAX,257,6/18/2021,,3.22,,3.22
Sword & Shield,,swsh6-22,Chilling Reign,Pokémon,Common,22,Castform Sunny Form,351,6/18/2021,0.04,,0.14,0.14
Sword & Shield,,swsh6-23,Chilling Reign,Pokémon,Common,23,Larvesta,636,6/18/2021,0.04,,0.16,0.16
Sword & Shield,,swsh6-24,Chilling Reign,Pokémon,Rare,24,Volcarona,637,6/18/2021,0.09,,0.13,0.13
Sword & Shield,,swsh6-25,Chilling Reign,Pokémon,Rare Holo V,25,Volcanion V,721,6/18/2021,,0.99,,0.99
Sword & Shield,,swsh6-26,Chilling Reign,Pokémon,Common,26,Scorbunny,813,6/18/2021,0.03,,0.15,0.15
Sword & Shield,,swsh6-27,Chilling Reign,Pokémon,Uncommon,27,Raboot,814,6/18/2021,0.05,,0.17,0.17
Sword & Shield,,swsh6-28,Chilling Reign,Pokémon,Rare Holo,28,Cinderace,815,6/18/2021,,0.27,0.33,0.33
Sword & Shield,,swsh6-29,Chilling Reign,Pokémon,Common,29,Lapras,131,6/18/2021,0.03,,0.15,0.15
Sword & Shield,,swsh6-30,Chilling Reign,Pokémon,Common,30,Sneasel,215,6/18/2021,0.03,,0.09,0.09
Sword & Shield,,swsh6-31,Chilling Reign,Pokémon,Rare Holo,31,Weavile,461,6/18/2021,,0.33,0.4,0.4
Sword & Shield,,swsh6-32,Chilling Reign,Pokémon,Common,32,Delibird,225,6/18/2021,0.04,,0.11,0.11
Sword & Shield,,swsh6-33,Chilling Reign,Pokémon,Common,33,Castform Rainy Form,351,6/18/2021,0.04,,0.11,0.11
Sword & Shield,,swsh6-34,Chilling Reign,Pokémon,Common,34,Castform Snowy Form,351,6/18/2021,0.04,,0.14,0.14
Sword & Shield,,swsh6-35,Chilling Reign,Pokémon,Common,35,Snorunt,361,6/18/2021,0.04,,0.15,0.15
Sword & Shield,,swsh6-36,Chilling Reign,Pokémon,Rare Holo,36,Froslass,478,6/18/2021,,0.29,0.37,0.37
Sword & Shield,,swsh6-37,Chilling Reign,Pokémon,Common,37,Spheal,363,6/18/2021,0.02,,0.12,0.12
Sword & Shield,,swsh6-38,Chilling Reign,Pokémon,Uncommon,38,Sealeo,364,6/18/2021,0.04,,0.18,0.18
Sword & Shield,,swsh6-39,Chilling Reign,Pokémon,Rare,39,Walrein,365,6/18/2021,0.07,,0.33,0.33
Sword & Shield,,swsh6-40,Chilling Reign,Pokémon,Rare Holo,40,Tapu Fini,,6/18/2021,,0.29,0.39,0.39
Sword & Shield,,swsh6-41,Chilling Reign,Pokémon,Common,41,Sobble,816,6/18/2021,0.24,,0.68,0.68
Sword & Shield,,swsh6-42,Chilling Reign,Pokémon,Uncommon,42,Drizzile,817,6/18/2021,0.05,,0.16,0.16
Sword & Shield,,swsh6-43,Chilling Reign,Pokémon,Rare Holo,43,Inteleon,818,6/18/2021,,5.04,4.6,5.04
Sword & Shield,,swsh6-44,Chilling Reign,Pokémon,Rare Holo,44,Rapid Strike Urshifu,892,6/18/2021,,0.44,0.48,0.48
Sword & Shield,,swsh6-45,Chilling Reign,Pokémon,Rare Holo V,45,Ice Rider Calyrex V,,6/18/2021,,1.59,,1.59
Sword & Shield,,swsh6-46,Chilling Reign,Pokémon,Rare Holo VMAX,46,Ice Rider Calyrex VMAX,,6/18/2021,,3.38,,3.38
Sword & Shield,,swsh6-47,Chilling Reign,Pokémon,Common,47,Mareep,179,6/18/2021,0.06,,0.28,0.28
Sword & Shield,,swsh6-48,Chilling Reign,Pokémon,Uncommon,48,Flaaffy,180,6/18/2021,0.03,,0.12,0.12
